quarter;instytucja;fundusz;emitent;shares_no;source
4Q22;Pocztylion;PPK Pocztylion 2045 DFE;CCC S.A.;700.1371588523443;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2045 DFE;CD Projekt S.A.;3124.8482721382293;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2045 DFE;Comarch S.A.;1142.2856707317073;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2045 DFE;Cyfrowy Polsat S.A.;6188.910278250994;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2045 DFE;Develia S.A.;72612.366598778;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2045 DFE;Dino Polska S.A.;18961.907540634158;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2045 DFE;Fabryki Mebli FORTE S.A.;3523.043069306931;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2045 DFE;Ferro S.A.;5008.883;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2045 DFE;Giełda Papierów Wartościowych w Warszawie S.A.;3244.651745495495;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2045 DFE;Grupa Kęty S.A.;586.3131291028446;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2045 DFE;ING Bank Śląski S.A.;1495.6200242718446;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2045 DFE;Inter Cars S.A.;813.4695227765727;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2045 DFE;KGHM Polska Miedź S.A.;4287.834635108481;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2045 DFE;Kruk S.A.;1306.7363870967743;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2045 DFE;LPP S.A.;58.923807511737095;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2045 DFE;LiveChat Software S.A.;2017.6891588785045;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2045 DFE;Mangata Holding S.A.;1152.7651162790698;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2045 DFE;Onde S.A.;3589.1802618328297;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2045 DFE;Oponeo.pl S.A.;2717.2810584958215;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2045 DFE;Orange Polska S.A.;20176.22094778147;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2045 DFE;PGE Polska Grupa Energetyczna S.A.;13556.641487507262;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2045 DFE;Polski Koncern Naftowy Orlen S.A.;14653.994551681197;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2045 DFE;Powszechna Kasa Oszczędności Bank Polski S.A.;31420.261472433147;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2045 DFE;Powszechny Zakład Ubezpieczeń S.A.;20725.340767927722;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2045 DFE;Poznańska Korporacja Budowlana Pekabex S.A.;5215.024561403509;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2045 DFE;Santander Bank Polska S.A.;1216.381264456438;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2045 DFE;Tauron Polska Energia S.A.;51624.60594620103;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2045 DFE;VRG S.A.;29040.996996996997;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2045 DFE;Wielton S.A.;5244.02664796634;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2045 DFE;Wirtualna Polska Holding S.A.;2317.07504950495;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2045 DFE;mBank S.A.;381.95662162162165;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;AB S.A.;1387.115704154002;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;AMICA S.A.;896.686147757256;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;Alior Bank S.A.;409.1208053691275;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;Allegro.eu S.A.;14275.92041384799;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;AmRest Holdings SE;865.9125766871167;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;Ambra S.A.;2063.9015306122446;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;Asseco Poland S.A.;1780.1721763085402;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;Auto Partner S.A.;4088.3710879284654;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;Bank Millennium S.A.;17455.805676855896;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;Bank Polska Kasa Opieki S.A.;4266.167630057804;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;Bank Polska Kasa Opieki S.A. - PEO1027 - 29.10.2027;441.3271676300579;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;Benefit Systems S.A.;7.896491935483871;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;Budimex S.A.;165.29;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;CCC S.A.;466.08537438768377;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;CD Projekt S.A.;2022.4297284788647;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;Comarch S.A.;755.4958536585366;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;Cyfrowy Polsat S.A.;4298.243043725156;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;Develia S.A.;48020.684317718944;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;Dino Polska S.A.;12464.680522248867;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;Fabryki Mebli FORTE S.A.;2497.4089108910894;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;Ferro S.A.;3549.5199999999995;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;Giełda Papierów Wartościowych w Warszawie S.A.;2145.4960585585586;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;Grupa Kęty S.A.;380.50115973741794;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;ING Bank Śląski S.A.;992.7390776699028;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;Inter Cars S.A.;537.9878308026031;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;KGHM Polska Miedź S.A.;2816.0562524654833;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;Kruk S.A.;863.7749032258064;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;LPP S.A.;38.94963568075117;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;LiveChat Software S.A.;1342.7791588785046;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;Mangata Holding S.A.;818.786434108527;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;Onde S.A.;2491.125881168178;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;Oponeo.pl S.A.;1925.2894150417826;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;Orange Polska S.A.;13045.62481134923;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;PGE Polska Grupa Energetyczna S.A.;9013.528471818709;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;Polski Koncern Naftowy Orlen S.A.;10299.53891656289;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;Powszechna Kasa Oszczędności Bank Polski S.A.;20565.51568174315;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;Powszechny Zakład Ubezpieczeń S.A.;13621.651609260307;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;Poznańska Korporacja Budowlana Pekabex S.A.;3703.978947368421;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;Santander Bank Polska S.A.;800.9094834232845;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;Tauron Polska Energia S.A.;34266.19159981123;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;VRG S.A.;20593.507507507507;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;Wielton S.A.;3759.8681626928474;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;Wirtualna Polska Holding S.A.;1532.3883168316831;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2050 DFE;mBank S.A.;253.97118243243244;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;AB S.A.;992.2287740628163;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;AMICA S.A.;624.6019788918206;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;Alior Bank S.A.;277.7242486139481;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;Allegro.eu S.A.;10274.223239156388;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;AmRest Holdings SE;625.8773006134969;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;Ambra S.A.;1473.0938775510203;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;Asseco Poland S.A.;1283.4971074380167;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;Auto Partner S.A.;3030.4925484351716;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;Bank Handlowy w Warszawie S.A.;1786.0031746031748;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;Bank Millennium S.A.;12506.895196506552;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;Bank Polska Kasa Opieki S.A.;3034.1193063583814;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;Bank Polska Kasa Opieki S.A. - PEO1027 - 29.10.2027;330.9953757225434;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;Benefit Systems S.A.;4.935309139784946;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;CCC S.A.;321.82085374387685;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;CD Projekt S.A.;1442.3143319962976;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;Comarch S.A.;540.5010365853658;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;Cyfrowy Polsat S.A.;3042.4645088018174;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;Develia S.A.;34371.71486761711;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;Dino Polska S.A.;8926.190514255262;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;Fabryki Mebli FORTE S.A.;1787.5054455445545;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;Ferro S.A.;2539.8325000000004;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;Giełda Papierów Wartościowych w Warszawie S.A.;1535.6289414414412;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;Grupa Kęty S.A.;278.09715536105034;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;ING Bank Śląski S.A.;711.2459344660193;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;Inter Cars S.A.;385.27514099783076;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;KGHM Polska Miedź S.A.;2014.910848126233;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;Kruk S.A.;618.1326129032258;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;LPP S.A.;27.96384037558686;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;LiveChat Software S.A.;961.5707476635514;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;Mangata Holding S.A.;585.6869509043927;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;Onde S.A.;1831.0926485397786;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;Oponeo.pl S.A.;1377.3768802228412;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;Orange Polska S.A.;9412.906731059462;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;PGE Polska Grupa Energetyczna S.A.;6310.764090644973;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;Polski Koncern Naftowy Orlen S.A.;7400.572540473226;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;Powszechna Kasa Oszczędności Bank Polski S.A.;14649.298778474744;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;Powszechny Zakład Ubezpieczeń S.A.;9638.50790513834;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;Poznańska Korporacja Budowlana Pekabex S.A.;2649.8778947368423;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;Santander Bank Polska S.A.;566.6434464148034;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;Tauron Polska Energia S.A.;24551.62340726758;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;VRG S.A.;14742.009009009007;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;Wielton S.A.;2701.1683029453015;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;Wirtualna Polska Holding S.A.;1096.5622772277227;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2055 DFE;mBank S.A.;182.979222972973;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;AB S.A.;467.0490374873353;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;AMICA S.A.;316.7695250659631;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;Alior Bank S.A.;78.63875109425152;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;Allegro.eu S.A.;4926.627536808595;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;AmRest Holdings SE;230.11656441717793;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;Ambra S.A.;555.4770408163265;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;Asseco Poland S.A.;607.4950413223141;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;Auto Partner S.A.;1095.1341281669152;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;Bank Millennium S.A.;6087.17903930131;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;Bank Polska Kasa Opieki S.A.;1455.057225433526;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;Bank Polska Kasa Opieki S.A. - PEO1027 - 29.10.2027;110.33179190751447;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;Benefit Systems S.A.;0.9870564516129032;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;Budimex S.A.;46.5187323943662;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;CCC S.A.;130.1406578026592;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;CD Projekt S.A.;694.7429805615551;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;Comarch S.A.;289.33884146341467;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;Cyfrowy Polsat S.A.;1403.7529812606474;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;Develia S.A.;16192.696537678206;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;Dino Polska S.A.;4228.195576871835;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;Fabryki Mebli FORTE S.A.;1090.3490099009903;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;Ferro S.A.;1508.286;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;Giełda Papierów Wartościowych w Warszawie S.A.;723.4695945945945;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;Grupa Kęty S.A.;126.4990590809628;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;ING Bank Śląski S.A.;347.60891990291265;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;Inter Cars S.A.;180.66010845986983;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;KGHM Polska Miedź S.A.;1000.9297830374754;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;Kruk S.A.;290.9451612903226;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;LPP S.A.;12.98321220657277;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;LiveChat Software S.A.;464.6921495327103;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;Mangata Holding S.A.;265.42002583979325;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;Onde S.A.;773.0392749244713;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;Oponeo.pl S.A.;649.1902506963788;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;Orange Polska S.A.;4501.694838514942;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;PGE Polska Grupa Energetyczna S.A.;2644.007844276583;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;Polski Koncern Naftowy Orlen S.A.;4057.151463262765;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;Powszechna Kasa Oszczędności Bank Polski S.A.;7018.119841531859;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;Powszechny Zakład Ubezpieczeń S.A.;4629.842179559571;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;Poznańska Korporacja Budowlana Pekabex S.A.;1203.3894736842105;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;Santander Bank Polska S.A.;271.3080956052429;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;Tauron Polska Energia S.A.;11653.69513921661;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;VRG S.A.;6943.018018018018;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;Wielton S.A.;1103.2244039270688;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;Wirtualna Polska Holding S.A.;516.7936633663367;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2060 DFE;mBank S.A.;75.99138513513513;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;AB S.A.;9.020263424518744;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;AMICA S.A.;4.965039577836412;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;Alior Bank S.A.;9.954187335862267;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;Allegro.eu S.A.;106.99204138479904;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;Ambra S.A.;14.720918367346936;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;Asseco Poland S.A.;11.081955922865015;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;Auto Partner S.A.;32.35394932935916;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;Bank Handlowy w Warszawie S.A.;17.899867724867725;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;Bank Millennium S.A.;117.54366812227076;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;Bank Polska Kasa Opieki S.A.;25.001040462427746;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;Budimex S.A.;1.9795070422535208;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;CD Projekt S.A.;10.964362850971924;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;Comarch S.A.;6.027865853658537;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;Cyfrowy Polsat S.A.;35.99375354911982;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;Develia S.A.;359.9714867617108;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;Dino Polska S.A.;89.96163069544365;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;Fabryki Mebli FORTE S.A.;21.571782178217823;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;Ferro S.A.;32.2685;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;Grupa Kęty S.A.;3.0118818380743986;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;ING Bank Śląski S.A.;7.0122572815533974;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;Inter Cars S.A.;3.9924945770065077;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;KGHM Polska Miedź S.A.;17.06698224852071;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;Kruk S.A.;6.040387096774193;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;LiveChat Software S.A.;10.058317757009345;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;Mangata Holding S.A.;4.89702842377261;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;Onde S.A.;6;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;Oponeo.pl S.A.;13.166016713091924;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;Orange Polska S.A.;80.90401448837912;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;PGE Polska Grupa Energetyczna S.A.;44.814061592097616;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;Polski Koncern Naftowy Orlen S.A.;52.05323785803238;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;Powszechna Kasa Oszczędności Bank Polski S.A.;112.19379333113238;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;Powszechny Zakład Ubezpieczeń S.A.;83.96075663466966;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;Poznańska Korporacja Budowlana Pekabex S.A.;23.200000000000003;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;Santander Bank Polska S.A.;7.0079414032382426;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;Tauron Polska Energia S.A.;223.32232184992924;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;VRG S.A.;136.31531531531533;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;Wielton S.A.;9.894810659186536;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;Wirtualna Polska Holding S.A.;10.995643564356437;sztuki.xlsx
4Q22;Pocztylion;PPK Pocztylion 2065 DFE;mBank S.A.;0.9998986486486487;sztuki.xlsx
4Q23;Pocztylion;PPK Pocztylion 2025 DFE;AB S.A.;37.781733333333335;sztuki.xlsx
4Q23;Pocztylion;PPK Pocztylion 2025 DFE;AMICA S.A.;9.97012048192771;sztuki.xlsx
4Q23;Pocztylion;PPK Pocztylion 2025 DFE;Alior Bank S.A.;726.4973801414723;sztuki.xlsx
4Q23;Pocztylion;PPK Pocztylion 2025 DFE;Allegro.eu S.A.;10067.477869467364;sztuki.xlsx
4Q23;Pocztylion;PPK Pocztylion 2025 DFE;Ambra S.A.;108.41355932203389;sztuki.xlsx
4Q23;Pocztylion;PPK Pocztylion 2025 DFE;Asseco Poland S.A.;656.3198358413133;sztuki.xlsx
4Q23;Pocztylion;PPK Pocztylion 2025 DFE;Bank Polska Kasa Opieki S.A.;2080.271358105886;sztuki.xlsx
4Q23;Pocztylion;PPK Pocztylion 2025 DFE;Bank Polska Kasa Opieki S.A. - PEO1027 - 29.10.2027;1586.2243998684642;sztuki.xlsx
4Q23;Pocztylion;PPK Pocztylion 2025 DFE;Budimex S.A.;11.021309904153355;sztuki.xlsx
4Q23;Pocztylion;PPK Pocztylion 2025 DFE;CCC S.A.;212.89355788096796;sztuki.xlsx
4Q23;Pocztylion;PPK Pocztylion 2025 DFE;CD Projekt S.A.;989.1594782608695;sztuki.xlsx
4Q23;Pocztylion;PPK Pocztylion 2025 DFE;Cyfrowy Polsat S.A.;3831.6780210867805;sztuki.xlsx
4Q23;Pocztylion;PPK Pocztylion 2025 DFE;Dino Polska S.A.;5891.159539830692;sztuki.xlsx
4Q23;Pocztylion;PPK Pocztylion 2025 DFE;Ferro S.A.;44.431210191082805;sztuki.xlsx
4Q23;Pocztylion;PPK Pocztylion 2025 DFE;Giełda Papierów Wartościowych w Warszawie S.A.;21.990588235294116;sztuki.xlsx
4Q23;Pocztylion;PPK Pocztylion 2025 DFE;KGHM Polska Miedź S.A.;1348.6440097799511;sztuki.xlsx
4Q23;Pocztylion;PPK Pocztylion 2025 DFE;Kruk S.A.;348.7321593291404;sztuki.xlsx
4Q23;Pocztylion;PPK Pocztylion 2025 DFE;LPP S.A.;20.99212106238419;sztuki.xlsx
4Q23;Pocztylion;PPK Pocztylion 2025 DFE;Oponeo.pl S.A.;25.08696537678208;sztuki.xlsx
4Q23;Pocztylion;PPK Pocztylion 2025 DFE;Orange Polska S.A.;9108.889434889434;sztuki.xlsx
4Q23;Pocztylion;PPK Pocztylion 2025 DFE;Orlen S.A.;6891.019541984733;sztuki.xlsx
4Q23;Pocztylion;PPK Pocztylion 2025 DFE;PGE Polska Grupa Energetyczna S.A.;7836.872551279096;sztuki.xlsx
4Q23;Pocztylion;PPK Pocztylion 2025 DFE;Powszechna Kasa Oszczędności Bank Polski S.A.;10573.56538155803;sztuki.xlsx
4Q23;Pocztylion;PPK Pocztylion 2025 DFE;Powszechny Zakład Ubezpieczeń S.A.;7026.508356251321;sztuki.xlsx
4Q23;Pocztylion;PPK Pocztylion 2025 DFE;Poznańska Korporacja Budowlana Pekabex S.A.;58.501834862385316;sztuki.xlsx
4Q23;Pocztylion;PPK Pocztylion 2025 DFE;Santander Bank Polska S.A.;470.7406492445896;sztuki.xlsx
4Q23;Pocztylion;PPK Pocztylion 2025 DFE;Tauron Polska Energia S.A.;1890.8543117300483;sztuki.xlsx
