COMPANY;TICKER;Allianz Polska TFI S.A.;BNP Paribas TFI S.A.;ESALIENS TFI S.A.;Generali Investments TFI S.A.;Goldman Sachs TFI S.A.;Investors TFI S.A.;Millennium TFI S.A.;Nationale-Nederlanden;PFR TFI S.A.;PKO TFI S.A.;PZU TFI S.A.;Pekao TFI S.A.;Pocztylion;Santander TFI S.A.;UNIQA TFI S.A.;TOTAL;Allianz Polska TFI S.A._pct;BNP Paribas TFI S.A._pct;ESALIENS TFI S.A._pct;Generali Investments TFI S.A._pct;Goldman Sachs TFI S.A._pct;Investors TFI S.A._pct;Millennium TFI S.A._pct;Nationale-Nederlanden_pct;PFR TFI S.A._pct;PKO TFI S.A._pct;PZU TFI S.A._pct;Pekao TFI S.A._pct;Pocztylion_pct;Santander TFI S.A._pct;UNIQA TFI S.A._pct;TOTAL_pct
PLN MOL HUNGARIAN OIL & GAS PLC;MOL HB Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;0
PLN NOLATO AB;NOLAB SS Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;0
PLN OMV AG;OMV AV Equity;0;0;0;0;0;0;0;0;-552;0;0;0;0;0;0;-552;;;0;;;;;;-1;;;;;;;-0.5087557603686636
PLN PEABODY ENERGY CORP;BTU US Equity;0;0;4440;0;0;0;0;0;0;0;0;0;0;0;0;4440;;;0.30940766550522646;;;;;;;;;;;;;0.30940766550522646
PLN PETROL DD LJUBLJANA;PETG SV Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;0
PLN PSI SOFTWARE AG;PSAN GR Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;0
PLN QUANTAFUEL AS;QFUEL NO Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;0
PLN READLY INTERNATIONAL AB;READ SS Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;0
PLN REPSOL YPF;REP SM Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;0
PLN SCHLUMBERGER LTD;SLB US Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;0
PLN SCHOELLER - BLECKMANN OILFIELD EQUIPMENT AG;SBO AV Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;0
PLN TALLINNA SADAM AS;TSM1T ET Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;0
PLN THE MOSAIC COMPANY;MOS US Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;0
PLN TOTALENERGIES SE;TTE FP Equity;0;0;1505;0;0;0;0;0;0;0;0;0;0;0;0;1505;;;0.29110251450676984;;;;;;;;;;;;;0.29110251450676984
PLN VITA 34 AG;V3V GR Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;0
PLN WARRIOR MET COAL, INC.;HCC US Equity;0;0;7010;0;0;0;0;0;0;0;0;0;0;0;0;7010;;;;;;;;;;;;;;;;
PLN YARA INTERNATIONAL ASA;YAR NO Equity;0;0;2000;0;0;0;0;0;0;0;0;0;0;0;0;2000;;;0.3992015968063871;;;;;;;;;;;;;0.3992015968063871
POINTPACK PL SA;PNT PW Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;;0
POLENERGIA S.A.;PEP PW Equity;0;5811;0;0;0;0;0;0;0;0;0;0;0;0;-6984;-1173;;1.0102573018080668;;;0;;;;;;;;;;-0.4075868106215349;-0.03321628815767119
POLIMEX-MOSTOSTAL S.A.;PXM PW Equity;0;0;0;0;703132;0;0;0;84601;0;0;0;0;0;0;787733;;;;;1.4153220611916265;;;;;;;;;;;1.585613929146538
POOL CORP;POOL US Equity;0;0;0;0;0;448;0;0;0;0;0;0;0;0;0;448;;;;;;;;;;;;;;;;
PORR AG;POS AV Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;-6870;0;-6870;;;;;;;;;;;;;;-1;;-1
POWSZECHNA KASA OSZCZĘDNOŚCI BANK POLSKI S.A.;PKO PW Equity;1225232;94963;325750;145601;450712;59126;37096;2601668.1;26154;1360731;1124325;269313;44760.2;73964;391386;8230781.2;1.0245562629926765;0.5831711076584847;;0.4744991070613847;0.5640930009023746;0.15870238002571412;0.34191437393428274;;0.3891385210534146;0.2964221031264882;0.4768514002400532;0.4235153695791314;0.23529943329139535;0.28874028443049493;0.9599852832965416;0.718774053148712
POWSZECHNY ZAKŁAD UBEZPIECZEŃ S.A.;PZU PW Equity;392461;26490;27450;81316;495234;88808;20035;2199418.8;10139;1182037;642936;260015;29015.9;109572;18526;5583453.6;0.7722843390753707;0.23521994707773185;0.1892450879007239;0.6199756023177798;1.6751591494888947;0.39052791275477674;0.2804412032306378;;0.20550083100247264;0.5055227270686116;0.5466324767721837;1.2761973476259189;0.23093628337234804;0.8761064069658664;0.0425481094960416;0.9391662479925714
PRZEDSIEBIORSTWO HYDRAULIKI SI;HDR PW Equity;0;0;0;0;0;0;0;0;0;105563;0;0;0;0;0;105563;;;;;;;;;;;;;;;;
Palo Alto Networks Inc;PANW US Equity;0;0;0;0;0;0;0;0;0;0;6141;0;0;0;0;6141;;;;;;;;;;;0.3436870382807253;;;;;0.3436870382807253
Pan American Silver Corp;PAAS CN Equity;84354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84354;1.7788321629657747;;;;;;;;;;;;;;;1.7788321629657747
Parsons Corporation;PSN US Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Pernod Ricard;RI FP Equity;0;0;0;158;0;0;0;0;0;0;0;0;0;0;0;158;;;;0.4606413994169096;;;;;;;;;;;;0.4606413994169096
Playway S.A.;PLW PW Equity;16904;605;0;785;-2300;0;210;0;0;0;0;0;0;0;0;16204;1.2975130488179306;1.1329588014981273;;0.42686242523110394;-0.2088630584816564;;0.1221640488656195;;;0;;;;;;0.4906437352389026
Poltreg SA;PTG PW Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0
Poznańska Korporacja Budowlana Pekabex S.A.;PBX PW Equity;-38978;0;0;0;-18024;0;611;0;0;0;0;0;20753.5;-5530;0;-41167.5;-1;0;;;-1;;0.037544549588300447;;;;;;0.8001536804857012;-0.09945327674268034;;-0.24907121944643983
Procter & Gamble Company;PG US Equity;0;0;0;0;0;0;0;0;0;0;0;10967;0;0;0;10967;;;;;;;;;;;;;;;;
Pure Biologics S.A.;PUR PW Equity;-7930;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-7930;-1;;;;;;;;;;;;;;;-1
QUANTA SERVICES INC;PWR US Equity;0;0;0;0;0;2176;0;0;0;0;0;0;0;0;0;2176;;;;;;;;;;;;;;;;
Qualcomm;QCOM US Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;-1376;0;-1376;;;;;;;;;;;;;;-1;;-1
RAIFFEISEN BANK INTERNATIONAL AG;RBI AV Equity;0;0;0;0;45615;0;0;0;0;0;0;0;0;0;0;45615;;;;;;;;;;;;;;;;
RAINBOW TOURS S.A.;RBW PW Equity;0;992;0;0;-58632;6503;0;0;7017;11635;0;-83640;0;0;0;-116125;;0.40739219712525674;;;-0.639556699681487;0.54074505238649586;;;3.7463961558996266;0.4857631930527722;;-0.8192610586529796;;;;-0.4961461884864177
RANK PROGRESS S.A.;RNK PW Equity;0;0;0;0;0;0;0;0;-45308;0;0;0;0;0;0;-45308;;;;;;;;;-1;;;;;;;-1
RAWLPLUG S.A.;RWL PW Equity;0;388;0;0;0;0;0;0;0;0;0;0;0;0;0;388;;0.03458727045819221;;;;;;;0;;;;;;;0.031074803780233973
RHEINMETALL AG;RHM GR Equity;0;0;0;0;0;740;0;0;0;0;0;0;0;650;0;1390;;;;;;;;;;;;;;0.9312320916905443;;1.9914040114613178
RHI MAGNESITA N.V.;RHIM LN Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;-5324;0;-5324;;;;;;;;;;;;;;-1;;-1
RINGCENTRAL, INC.;RNG US Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;4337;0;4337;;;;;;;;;;;;;;;;
RYVU THERAPEUTICS S.A.;RVU PW Equity;133922;2025;0;0;68618;0;1354;0;5532;113942;188011;7881;0;0;26185;547470;1.3099299659611097;1.7670157068062827;0;;4.756880415944541;;0.5488447507093637;;2.967811158798283;;48.20794871794872;;;;0.4485192100169575;2.8239171811893596
Regeneron Pharmaceuticals inc.;REGN US Equity;0;0;0;147;0;0;0;0;0;0;0;0;0;0;0;147;;;;;;;;;;;;;;;;
Render Cube S.A.;RND PW Equity;0;0;0;0;0;0;0;22366.3;0;0;0;0;0;0;0;22366.3;;;;;;;;;;;;;;;;
Roche Holding AG;ROG SW Equity;0;0;0;24;0;0;0;0;0;0;0;5226;0;0;0;5250;;;;0.022284122562674202;;;;;;;;;;;;4.8746518105849583
SAIPEM SPA;SPM IM Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;351925;0;351925;;;;;;;;;;;;;;;;
SALESFORCE, INC.;CRM US Equity;0;0;0;-1012;0;1446;0;0;0;0;0;0;0;-662;0;-228;;;;-0.6636065573770492;;;;;;;;;;-0.3523150612027675;;-0.06698002350176269
SANOK RUBBER COMPANY S.A.;SNK PW Equity;0;4262;0;0;0;0;0;0;0;0;0;0;0;0;0;4262;;3.5165016501650166;;;;;;;;;;;;;;3.5165016501650166
SANTANDER BANK POLSKA S.A.;SPL PW Equity;-28927;6140;-1800;2074;11588;2957;621;142438.5;754;72643;106423;-5043;2902;-6397;5431;311804.5;-0.32745075843332586;1.6532040926225093;-0.23166023166023166;0.15441888169160901;0.3969444729901004;0.1227888049165351;0.10566615620214392;;0.23936507936507944;0.435462599959237;1.0167381605220167;-0.1564448580735226;0.3938447632851813;-0.5729511867442903;0.3671331034948962;0.60827154335045044
SELENA FM S.A.;SEL PW Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;0
SELVITA S.A.;SLV PW Equity;80657;4783;-330;229;2965;3011;1990;1901.5;-2195;34221;179352;-32203;0;-7446;1273;268208.5;0.4162684117628843;0.9484433868728932;-0.14347826086956516;0.021991741092864725;0.11526649302180925;0.1774412163356709;1.1476355247981544;;-0.5932432432432433;0.42129561235042104;1.246140377694093;-0.6953038972255209;;-1;0.024067456941372134;0.453474635304302
SERVICENOW, INC.;NOW US Equity;0;0;0;0;0;976;0;0;0;0;0;0;0;0;0;976;;;;;;;;;;;;;;;;
SHERWIN-WILLIAMS CO/THE;SHW US Equity;0;0;0;0;0;533;0;0;0;0;0;0;0;0;0;533;;;;;;;;;;;;;;;;
SHOPER S.A.;SHO PW Equity;0;0;0;16535;0;8917;3821;0;6978;0;0;0;0;63685;44;99980;;0;0;0.7190068269774319;0;0.7822616018949032;0.3944461649633531;;6.978;;;;;2.218757621154583;0.0017943071527608545;0.928147047901968
SHOPIFY INC.;SHOP CN Equity;0;0;0;0;0;1955;0;0;0;0;0;0;0;0;0;1955;;;;;;;;;;;;;;;;
SIKA AG;SIKA SW Equity;0;0;0;797;0;0;0;0;0;0;0;0;0;0;0;797;;;;;;;;;;;;;;;;
SITIME CORP;SITM US Equity;0;0;0;0;0;1161;0;0;0;0;0;0;0;0;0;1161;;;;;;;;;;;;;;;;
SKARBIEC HOLDING S.A.;SKH PW Equity;0;-5204;0;0;0;0;0;0;0;0;0;0;0;0;0;-5204;;-1;;;;;;;;;;;;;;-1
SNIEZKA SA;SKA PW Equity;0;0;0;0;0;0;0;0;0;77712;0;0;0;0;0;77712;;0;;;;;;;;84.19501625135428;;;;;;66.25063938618926
SPYROSOFT SA;SPR PW Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;0
STALEXPORT AUTOSTRADY S.A.;STX PW Equity;0;0;0;0;0;0;0;0;0;15000;2718491;0;0;0;586941;3320432;;0;;;0;0;;;;0.011717386023033294;0.22888700850383103;;;;2.4310417667622062;0.24713998733200192
STALPRODUKT S.A.;STP PW Equity;0;88;0;0;0;-10;0;0;0;0;0;0;0;0;0;78;;0.10564225690276107;;;;-0.01862197392923648;;;0;0;;;;0;;0.007278156200429153
STALPROFIL S.A.;STF PW Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;0
STELLANTIS N.V.;STLA US Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;-27069;0;-27069;;;;;;;;;;;;;;-1;;-1
STS HOLDING S.A.;SF3 GR Equity;-179968;0;0;0;-158745;-14531;-10394;0;0;-137521;0;0;0;-35273;0;-536432;-1;;;;-1;-1;-1;;;-1;;;;-1;;-1
SYNEKTIK S.A.;SNT PW Equity;0;4409;0;0;4888;0;0;0;5915;0;0;0;0;0;0;15212;;;0;;0.13878872199664949;;;;;;;;;;;0.3949219865520912
Safran;SAF FP Equity;0;0;0;0;0;0;0;0;0;0;0;-3660;0;0;0;-3660;;;;;;;;;;;;-1;;;;-1
Scope Fluidics SA;SCP PW Equity;0;0;0;0;0;0;0;0;0;0;54448;0;0;0;0;54448;;;;;;;;;;;;;;;;
Siemens AG;SIE GR Equity;0;0;0;597;0;1123;0;0;0;0;0;9131;0;0;0;10851;;;;0.4041976980365607;;;;;;;;2.937902187902188;;;;2.366630316248637
Skyworks Solutions Inc.;SWKS US Equity;0;0;0;0;0;0;0;0;0;0;0;9242;0;0;0;9242;;;;;;;;;;;;;;;;
Smith & Nephew PLC;SN/ LN Equity;0;0;0;0;0;0;0;0;0;0;361710;0;0;0;0;361710;;;;;;;;;;;;;;;;
Southern Copper Corp.;SCCO US Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Starbucks Corp;SBUX US Equity;0;0;0;901;0;0;0;0;0;0;0;16170;0;0;0;17071;;;;0.685171102661597;;;;;;;;;;;;12.981749049429657
TALEX SA;TLX PW Equity;0;0;0;0;0;0;0;0;0;40975;0;0;0;0;0;40975;;;;;;;;;;;;;;;;
TAURON POLSKA ENERGIA S.A.;TPE PW Equity;0;42210;0;3816;-101877;57999;15188;0;-128885;816509;2910491;-1497;32230.4;231654;1832493;5710331.4;;0.18172033752367824;;0.013634025038586906;-0.2248717014866073;0.1512005005344248;0.08934327866538027;;-0.839592466891192;0.09583689807843566;1.0327258547025986;-0.0016213722202726988;0.11438761907509898;0.54821434065140885;;0.3901042242050528
TEN SQUARE GAMES SA;TEN PW Equity;89409;-1613;0;9003;0;0;1920;0;0;46950;1827;-4290;0;-4005;-14000;125201;4.6642495696176115;-0.8171225937183384;;3.23151471643934;0;;0.7071823204419888;;;0.7702403412353375;0.09382703368940026;-0.13542949142911265;;-1;-1;0.7793110745941638
TEXT S.A.;TXT PW Equity;-21589;5041;0;6133;-8568;3813;1107;0;-2152;116424;96342;43983;6058.7;-6378;-14013;226201.7;-1;1.0391671820243249;;10.722027972027972;-0.3456650663654335;0.447640291148157;0.41460674157303366;;-1;1.1423749435798811;1.165859915775207;3.213956887102667;0.5580506406064343;-1;-0.4928254906098333;0.7319427173379486
TIM SA;TIM PW Equity;153269;-1094;0;0;0;0;-4467;0;0;0;0;0;0;0;0;147708;7.488225522767247;-1;;;;;-1;;;;;;;;;5.674747397133966
TOPGOLF CALLAWAY BRANDS CORP;CALY US Equity;0;0;0;0;0;2046;0;0;0;0;0;0;0;0;0;2046;;;;;;;;;;;;;;;;
TORPOL S.A.;TOR PW Equity;0;0;0;0;-25876;0;0;920696;0;0;0;0;0;-35417;0;859403;;;;;-0.6257647940799498;;;;;;;;;-1;;11.194807862651105
TOYA S.A.;TOA PW Equity;0;0;0;0;0;4186;0;0;0;0;0;0;0;0;0;4186;;0;;;;0.0634511610986479;;;;;;;;;;0.04321121468314182
TUI AG;TUI1 GR Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;80796;0;80796;;;;;;;;;;;;;;;;
Take-Two Interactive Software Inc;TTWO US Equity;0;0;0;338;0;0;0;0;0;0;0;-7454;0;-1243;0;-8359;;;;0.12970069071373747;;;;;;;;-1;;-1;;-0.739538175705565
Tate & Lyle PLC;TATE LN Equity;0;0;0;0;0;0;0;0;0;0;0;-60302;0;0;0;-60302;;;;;;;;;;;;-1;;;;-1
Teradyne Inc.;TER US Equity;0;0;0;0;0;0;0;0;0;0;0;-2972;0;0;0;-2972;;;;;;;;;;;;-1;;;;-1
Thales SA;HO FP Equity;0;0;0;0;0;0;0;0;0;0;26482;0;0;0;0;26482;;;;;;;;;;;1.1299227716857958;;;;;1.1299227716857958
The TJX Companies, Inc.;TJX US Equity;0;0;0;0;0;0;0;0;0;0;32507;0;0;0;0;32507;;;;;;;;;;;0.9075097710776103;;;;;0.9075097710776103
The Walt Disney Company;DIS US Equity;0;0;0;451;0;0;0;0;0;0;0;0;0;2422;0;2873;;;;0.227547931382442;;;;;;;;;;1.6657496561210453;;0.8361466821885915
Trane Technologies PLC;TT US Equity;0;0;0;0;0;0;0;0;0;0;0;-1757;0;0;0;-1757;;;;;;;;;;;;-1;;;;-1
UNIBEP S.A.;UNI PW Equity;0;21608;0;0;0;0;0;0;0;285864;0;0;0;0;0;307472;;156.57971014492754;;;;;;;0;1.2459150718485361;;;;;;1.3250304892501154
UNITEDHEALTH GROUP INC;UNH US Equity;0;0;0;0;0;289;0;0;0;0;0;0;0;0;0;289;;;;;;;;;;;;;;;;
Ultimate Games S.A.;ULG PW Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0
Unimot S.A.;UNT PW Equity;0;-1883;0;0;0;0;0;0;0;0;0;0;0;0;0;-1883;;-0.9973516949152543;;;;;;;;;;;;;;-0.9973516949152543
Urteste S.A.;URT PW Equity;22415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22415;;;;;;;;;;;;;;;;
VEOLIA ENVIRONNEMENT SA;VIE FP Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;-9245;0;-9245;;;;;;;;;;;;;;-1;;-1
VIGO SYSTEM S.A.;VGO PW Equity;0;122;0;0;0;1133;398;0;0;0;0;0;0;0;0;1653;;0.28504672897196272;;;;1.1398390342052313;0.7056737588652481;;;;;;;;;0.8323262839879153
VINCI SA;DG FP Equity;0;0;0;0;0;1794;0;0;0;0;0;0;0;0;0;1794;;;;;;;;;;;;;;;;
VISA INC.;V US Equity;0;0;0;0;0;1494;0;5540.9;0;0;0;0;0;0;0;7034.9;;;;;;;;;;;;;;;;
VOTUM S.A.;VOT PW Equity;0;0;0;0;-36406;0;0;0;0;0;0;0;0;0;0;-36406;;0;;;-0.605404506526981;;;;;;;;;;;-0.5522168459053195
VOXEL S.A.;VOX PW Equity;9244;1141;0;0;18707;0;0;0;0;0;22782;-8553;0;0;0;43321;;0.3235043946696909;;;;;;;;;0.09480254671049892;-0.1447722541004418;;;;0.14301324459586162
VRG S.A.;VRG PW Equity;0;-26092;0;0;-185248;0;8815;0;30455;0;69821;0;130032.9;0;0;27783.9;;-0.9987368421052632;;;-1;;2.433066519459012;;0.8562231156344006;0;0.08727624999999994;;0.8942470923861259;;;0.023067421822745793
VULCAN MATERIALS CO;VMC US Equity;0;0;0;0;0;1851;0;0;0;0;0;0;0;0;0;1851;;;;;;;;;;;;;;;;
Valero Energy Corp.;VLO US Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Veralto Corp;VLTO US Equity;0;0;0;302;0;0;0;0;0;0;0;0;0;0;0;302;;;;;;;;;;;;;;;;
Vercom S.A.;VRC PW Equity;44541;0;0;0;62572;0;0;0;0;0;0;0;0;0;0;107113;0.38628853909197346;;;;1.2196795446571285;;;;;0;;0;;;;0.61734464514195466
Vertex Pharmaceuticals Inc.;VRTX US Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
Vestas Wind Systems A/S;VWS DC Equity;0;0;0;0;0;0;0;0;0;0;290790;59971;0;0;0;350761;;;;;;;;;;;;;;;;
Vigo Photonics - PDA F;VGO Equity;0;0;0;0;0;0;0;0;0;0;10232;0;0;0;0;10232;;;;;;;;;;;;;;;;
Volkswagen AG;VOW GR Equity;0;0;0;0;0;0;0;0;0;0;0;-4649;0;0;0;-4649;;;;;;;;;;;;-1;;;;-1
Vonovia SE;VNA GR Equity;0;0;0;0;0;0;0;0;0;0;0;-8161;0;0;0;-8161;;;;;;;;;;;;-0.17695910490480937;;;;-0.17695910490480937
WABTEC CORP;WAB US Equity;0;0;0;0;0;1565;0;0;0;0;0;0;0;0;0;1565;;;;;;;;;;;;;;;;
WASTE CONNECTIONS INC;WCN CN Equity;0;0;0;0;0;1358;0;0;0;0;0;0;0;0;0;1358;;;;;;;;;;;;;;;;
WASTE MANAGEMENT INC;WM US Equity;0;0;0;0;0;993;0;0;0;0;0;0;0;0;0;993;;;;;;;;;;;;;;;;
WELLS FARGO & CO;WFC US Equity;0;0;0;0;0;5873;0;0;0;0;0;0;0;0;0;5873;;;;;;;;;;;;;;;;
WIRTUALNA POLSKA HOLDING S.A.;WPL PW Equity;79813;5460;0;6313;9769;4730;2292;0;2643;135714;46456;24796;5473.7;6755;20961;351175.7;0.6236267600131269;1.468926553672316;;0.28850196508545835;0.51863452962412396;0.34372501998401276;0.5945525291828795;;19.872180451127817;0.4986625317832421;0.33405480811407465;1.0132810265211884;0.43514815986669845;0.775634401194167;0.6549084546647504;0.5170782036792305
WITTCHEN S.A.;WTN PW Equity;0;3284;0;0;35049;0;0;0;0;0;0;0;0;11428;71696;121457;;0.5852789164141865;0;;;;;;;;;;;0.2441984700200863;;0.9440225712931081
WIZZ AIR HOLDINGS PLC;WIZZ LN Equity;0;0;0;0;25255;0;0;0;0;0;0;61757;0;19463;0;106475;;;;;;;;;;;;;;;;
Wal-Mart Stores Inc;WMT US Equity;0;0;0;691;0;1036;0;10373.1;0;0;0;0;0;0;0;12100.1;;;;0.5014513788098694;;;;;;;;;;;;8.780921625544269
Wielton SA;WLT PW Equity;0;3072;0;0;0;0;3084;0;0;0;0;-142;245.4;0;0;6259.4;0;0.16088823714255795;;;;;0.3839163450765592;;;;;-0.0007333801594843203;0.009532266027168612;;;0.013751922127607896
XTB S.A.;XTB PW Equity;0;15514;0;0;234445;31333;9436;1211557;0;414032;149864;8017;0;53402;93752;2221352;;1.2615059359245406;;;2.8924187280241813;1.9030063771636807;0.780673450814925;;;;0.34178225589425246;;;;1.380045338122295;3.535400108543936
Xylem Inc.;XYL US Equity;0;0;0;0;0;0;0;0;0;0;0;18598;0;0;0;18598;;;;;;;;;;;;;;;;
ZALANDO SE;ZAL GR Equity;0;0;0;6524;0;0;0;0;0;0;0;0;0;9862;0;16386;;;0;3.4121338912133893;;;;;;;;;;;;6.1509009009009
ZESPÓŁ ELEKTROCIEPŁOWNI WROCŁAWSKICH KOGENERACJA S.A.;KGN PW Equity;0;-1174;0;0;0;0;0;0;0;0;0;0;0;0;0;-1174;;-1;;;;;;;;;;;;;;-1
ZESPÓŁ ELEKTROWNI PĄTNÓW-ADAMÓW-KONIN S.A.;ZEP PW Equity;0;-872;0;0;0;0;0;0;0;0;0;0;0;-24232;0;-25104;;-0.15641255605381165;;;;;;;;;;;;-1;;-0.8422182708759686
ZIPRECRUITER INC-A;ZIP US Equity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;;0
ZUE S.A.;ZUE PW Equity;0;7742;0;0;0;0;0;0;0;0;0;0;0;0;0;7742;;;;;;;;;;;;;;;;
